,customer,gender,income,state,policy_type,customer_lifetime_value,vehicle_class,monthly_premium_auto,total_claim_amount
2696,QW81912,F,63762.0,California,Personal Auto,8006.22,Four-Door Car,99.0,108.16
2697,AZ50087,M,32787.0,California,Personal Auto,6807.27,Two-Door Car,86.0,568.58
2698,HQ87008,F,94962.0,California,Personal Auto,2627.61,Two-Door Car,67.0,321.6
2699,PD30266,F,73809.0,California,Special Auto,5015.64,SUV,125.0,537.32
2700,GA50461,F,13037.0,Oregon,Personal Auto,4726.87,SUV,124.0,839.35
2701,GT14584,F,75272.0,Oregon,Personal Auto,4122.57,SUV,103.0,71.65
2702,IA87250,F,39278.0,Arizona,Personal Auto,2620.9,Four-Door Car,66.0,65.59
2703,MM67983,M,36913.0,Oregon,Personal Auto,4938.89,Four-Door Car,62.0,90.57
2704,SH93005,M,13528.0,California,Personal Auto,6005.85,Four-Door Car,86.0,412.8
2705,DG68667,M,12617.0,Arizona,Personal Auto,8123.96,SUV,108.0,648.93
2706,AR40217,F,42754.0,Oregon,Personal Auto,19079.1,Two-Door Car,65.0,279.72
2707,BR44176,F,76157.0,California,Personal Auto,4669.23,Two-Door Car,116.0,556.8
2708,FQ61281,M,58958.0,Oregon,Personal Auto,83325.38,Luxury Car,231.0,1108.8
2709,WM25415,F,34430.0,Oregon,Personal Auto,7732.39,Two-Door Car,65.0,184.96
2710,GU41036,M,13411.0,Oregon,Personal Auto,9416.28,SUV,127.0,609.6
2711,NN66592,M,73758.0,California,Personal Auto,5923.52,Four-Door Car,74.0,301.56
2712,PF53601,M,17130.0,Oregon,Special Auto,28432.0,Luxury SUV,198.0,950.4
2713,TF68928,M,10517.0,Arizona,Personal Auto,6575.54,Four-Door Car,92.0,441.54
2714,VZ79366,M,58842.0,California,Personal Auto,4362.93,Four-Door Car,110.0,528.0
2715,SQ53118,M,22355.0,California,Personal Auto,7873.71,Four-Door Car,71.0,340.8
2716,ZI34278,F,21137.0,Arizona,Personal Auto,4492.23,Four-Door Car,61.0,292.8
2717,OP93305,M,78255.0,California,Personal Auto,11093.72,Four-Door Car,95.0,456.0
2718,CK31454,F,35625.0,Arizona,Special Auto,5107.16,Four-Door Car,65.0,288.57
2719,FX81675,F,87957.0,California,Personal Auto,7334.33,Four-Door Car,61.0,308.32
2720,BK85520,F,25915.0,Oregon,Corporate Auto,4996.56,Two-Door Car,64.0,317.98
2721,KB18303,M,62464.0,California,Corporate Auto,8658.86,Sports Car,109.0,400.18
2722,RX31862,M,49529.0,California,Personal Auto,6176.7,Two-Door Car,78.0,234.72
2723,YQ58965,F,23376.0,California,Personal Auto,2867.31,Four-Door Car,78.0,374.4
2724,BC52397,M,67952.0,Arizona,Personal Auto,2843.56,Two-Door Car,71.0,167.41
2725,AR69517,M,25251.0,California,Corporate Auto,11790.5,Four-Door Car,66.0,316.8
2726,JJ23168,F,20497.0,Arizona,Personal Auto,7785.67,Four-Door Car,65.0,425.36
2727,NB39218,M,68420.0,California,Personal Auto,12315.09,Four-Door Car,104.0,499.2
2728,FP95606,F,24711.0,Arizona,Personal Auto,4810.98,Sports Car,122.0,260.0
2729,YP27180,F,76530.0,California,Personal Auto,27279.34,SUV,119.0,254.15
2730,JK74110,M,98333.0,California,Personal Auto,3980.42,Four-Door Car,99.0,459.05
2731,GF68713,M,24695.0,Oregon,Personal Auto,3207.47,Four-Door Car,82.0,393.6
2732,HB23001,M,26287.0,California,Personal Auto,8697.79,Two-Door Car,111.0,279.38
2733,DH99299,M,83846.0,California,Personal Auto,8717.05,Four-Door Car,74.0,355.2
2734,RA61917,F,76081.0,Washington,Personal Auto,8029.72,Four-Door Car,68.0,384.21
2735,KM65135,M,14957.0,Oregon,Corporate Auto,4763.33,Four-Door Car,66.0,316.8
2736,RR37482,M,41727.0,Washington,Personal Auto,23055.57,Four-Door Car,117.0,82.26
2737,WM24870,F,89092.0,Nevada,Personal Auto,5383.67,Two-Door Car,68.0,91.82
2738,EC78254,F,53986.0,Washington,Corporate Auto,8409.67,Four-Door Car,70.0,127.89
2739,CQ19667,F,49853.0,Oregon,Personal Auto,4257.48,Four-Door Car,109.0,679.53
2740,AY43037,M,36670.0,Oregon,Corporate Auto,14709.0,Luxury Car,189.0,907.2
2741,GN36177,M,43626.0,Nevada,Personal Auto,2593.82,Two-Door Car,67.0,321.6
2742,UA58104,F,76505.0,California,Personal Auto,7933.82,Four-Door Car,65.0,144.05
2743,GR12431,F,66216.0,California,Personal Auto,36860.73,Sports Car,103.0,96.72
2744,IV37346,F,52497.0,Oregon,Corporate Auto,7412.03,Two-Door Car,63.0,302.4
2745,VU99589,F,20090.0,Arizona,Personal Auto,34611.38,Sports Car,109.0,523.2
2746,ZY26831,F,37751.0,California,Corporate Auto,7249.07,Four-Door Car,93.0,56.69
2747,IP84574,F,54840.0,Oregon,Corporate Auto,8193.09,Four-Door Car,72.0,468.73
2748,XF33416,F,31986.0,Oregon,Personal Auto,8692.28,Four-Door Car,111.0,532.8
2749,PV62583,M,22166.0,Nevada,Personal Auto,9799.18,SUV,126.0,604.8
2750,PK37320,F,83838.0,Oregon,Personal Auto,2628.66,Two-Door Car,65.0,281.41
2751,EP35930,F,46061.0,Oregon,Personal Auto,5245.68,Two-Door Car,65.0,21.61
2752,TS34391,M,50825.0,Oregon,Personal Auto,8092.88,SUV,102.0,369.61
2753,ST65635,F,14030.0,Arizona,Corporate Auto,2719.51,Two-Door Car,72.0,345.6
2754,AQ25590,F,20282.0,Washington,Personal Auto,5445.37,Two-Door Car,79.0,507.55
2755,QK37708,M,50146.0,California,Personal Auto,4514.25,SUV,116.0,759.29
2756,DQ55516,F,20472.0,California,Corporate Auto,5408.89,SUV,139.0,667.2
2757,KS72802,F,85751.0,Oregon,Corporate Auto,3768.37,Four-Door Car,93.0,391.21
2758,PE32165,F,76912.0,California,Corporate Auto,27934.62,Sports Car,116.0,169.23
2759,XO78284,M,96335.0,Arizona,Personal Auto,3887.32,Four-Door Car,97.0,161.39
2760,HS39343,F,29633.0,Washington,Corporate Auto,7475.78,Luxury Car,196.0,534.65
2761,ZF77631,M,80540.0,California,Personal Auto,22758.91,Four-Door Car,63.0,65.85
2762,ZE60021,F,14465.0,Nevada,Corporate Auto,5124.8,Sports Car,135.0,944.51
2763,HI16116,F,29899.0,Oregon,Personal Auto,5278.65,Four-Door Car,66.0,419.3
2764,IQ24777,M,71391.0,Nevada,Personal Auto,8044.87,Four-Door Car,67.0,284.0
2765,CA55066,M,57449.0,Arizona,Personal Auto,12157.33,Four-Door Car,103.0,494.4
2766,LG87047,M,14209.0,California,Personal Auto,18591.55,Four-Door Car,62.0,297.6
2767,TK38732,M,47824.0,Oregon,Personal Auto,4873.35,SUV,129.0,546.05
2768,KH94432,F,48696.0,Arizona,Corporate Auto,5338.53,Four-Door Car,66.0,48.76
2769,ID21652,F,79189.0,Washington,Personal Auto,2878.77,Two-Door Car,71.0,56.09
2770,CK36026,F,23870.0,Arizona,Personal Auto,3440.36,Two-Door Car,91.0,500.58
2771,KP68957,F,41059.0,California,Corporate Auto,2544.34,Four-Door Car,64.0,151.67
2772,LC86277,M,19447.0,Oregon,Corporate Auto,3336.22,Four-Door Car,89.0,640.8
2773,UW55977,M,94392.0,Washington,Personal Auto,5206.11,Four-Door Car,65.0,156.18
2774,RE46032,M,23203.0,Nevada,Personal Auto,43290.5,SUV,132.0,1158.79
2775,CG69038,M,38157.0,Washington,Personal Auto,4817.99,Two-Door Car,61.0,81.53
2776,CR85257,M,99761.0,Oregon,Corporate Auto,4996.55,Two-Door Car,63.0,452.25
2777,JX88012,F,98350.0,Oregon,Corporate Auto,7960.01,SUV,101.0,289.18
2778,ED44765,F,25318.0,Oregon,Personal Auto,7367.65,Four-Door Car,63.0,302.4
2779,TW81986,F,51721.0,Arizona,Personal Auto,5632.61,SUV,139.0,625.28
2780,CH95772,M,68321.0,California,Personal Auto,2565.12,Four-Door Car,66.0,198.26
2781,OZ62735,M,69161.0,Arizona,Personal Auto,15487.44,Sports Car,129.0,441.14
2782,UN50538,F,72667.0,Oregon,Personal Auto,6395.35,Four-Door Car,80.0,383.23
2783,JS76871,M,62082.0,Oregon,Corporate Auto,8639.09,Four-Door Car,72.0,91.04
2784,TB56369,F,36551.0,California,Personal Auto,12472.12,Four-Door Car,107.0,53.84
2785,ZN27753,M,70524.0,Oregon,Personal Auto,5794.57,Four-Door Car,73.0,350.4
2786,FH22442,F,60477.0,California,Corporate Auto,2619.03,Four-Door Car,65.0,139.84
2787,HI34993,M,40376.0,Oregon,Personal Auto,5421.02,Four-Door Car,69.0,427.87
2788,KW59167,F,72608.0,Oregon,Personal Auto,6521.37,Four-Door Car,82.0,393.6
2789,BL44722,F,46587.0,Nevada,Personal Auto,41787.9,Four-Door Car,119.0,571.2
2790,QV11152,M,34398.0,Arizona,Personal Auto,9613.61,Two-Door Car,61.0,292.8
2791,SG53084,F,70432.0,California,Personal Auto,4766.65,Four-Door Car,61.0,6.42
2792,EZ30537,F,79655.0,Oregon,Personal Auto,23984.62,Luxury Car,296.0,498.16
2793,UQ59692,F,73457.0,California,Personal Auto,21255.5,SUV,133.0,198.12
2794,DE53644,F,23059.0,California,Personal Auto,5192.36,Two-Door Car,66.0,372.43
2795,AJ89108,F,51643.0,California,Personal Auto,11009.13,Luxury Car,283.0,1358.4
2796,MZ10085,M,72531.0,Nevada,Personal Auto,4328.37,Sports Car,109.0,523.2
2797,EV68966,M,87840.0,California,Personal Auto,9419.88,SUV,118.0,161.59
2798,PS28082,M,57563.0,Arizona,Personal Auto,2592.93,Four-Door Car,66.0,316.8
2799,OE14751,M,31278.0,Oregon,Personal Auto,3528.04,Two-Door Car,92.0,441.6
2800,AX70794,M,47122.0,California,Personal Auto,2449.32,Two-Door Car,62.0,297.6
2801,KE61355,F,60260.0,Oregon,Corporate Auto,5272.7,Four-Door Car,66.0,328.37
2802,GV68933,M,12677.0,Arizona,Personal Auto,7679.68,SUV,101.0,500.63
2803,LM76366,M,28564.0,Nevada,Corporate Auto,2999.34,Two-Door Car,76.0,364.8
2804,PS57128,F,41341.0,California,Personal Auto,3834.74,Four-Door Car,99.0,240.24
2805,AH55475,M,44246.0,Arizona,Personal Auto,33053.27,SUV,122.0,585.6
2806,IF18508,F,70610.0,California,Personal Auto,7950.57,Four-Door Car,99.0,240.98
2807,YE87442,F,34831.0,Arizona,Personal Auto,9935.17,SUV,124.0,595.2
2808,QD85803,F,30374.0,California,Personal Auto,7861.8,Four-Door Car,99.0,304.54
2809,SF25048,M,50825.0,California,Personal Auto,8092.88,SUV,102.0,369.61
2810,FH39423,F,80727.0,Oregon,Personal Auto,5539.35,Four-Door Car,68.0,98.72
2811,LW43630,F,71269.0,California,Personal Auto,9628.7,Four-Door Car,80.0,350.69
2812,XO17798,M,45794.0,Washington,Personal Auto,5827.48,Four-Door Car,74.0,449.63
2813,IN15077,M,99874.0,California,Corporate Auto,4807.85,Sports Car,119.0,307.64
2814,NE16405,F,76731.0,California,Personal Auto,2582.41,Four-Door Car,64.0,201.46
2815,TU82820,M,73019.0,California,Corporate Auto,4475.16,SUV,112.0,537.6
2816,FR26341,M,19112.0,Oregon,Personal Auto,2399.05,Four-Door Car,62.0,259.01
2817,MT27589,M,58414.0,Oregon,Corporate Auto,7840.17,Luxury SUV,210.0,1008.0
2818,MP95255,F,66676.0,California,Personal Auto,3919.37,Four-Door Car,97.0,558.1
2819,EM16179,F,69011.0,Arizona,Personal Auto,8274.15,Four-Door Car,70.0,336.0
2820,YP96182,M,31385.0,Oregon,Personal Auto,2726.8,Four-Door Car,69.0,68.19
2821,WI58274,F,68261.0,Oregon,Personal Auto,8238.46,Sports Car,102.0,84.1
2822,YF26585,M,92324.0,Nevada,Corporate Auto,4758.47,Sports Car,119.0,603.11
2823,VF36700,F,20983.0,Oregon,Personal Auto,24278.1,Four-Door Car,97.0,451.75
2824,CS32416,M,68004.0,Oregon,Corporate Auto,5595.76,Two-Door Car,72.0,416.34
2825,AT18041,F,63471.0,California,Personal Auto,2682.7,Two-Door Car,67.0,387.72
2826,TB54645,F,27369.0,Oregon,Personal Auto,3033.41,Four-Door Car,77.0,331.94
2827,LX11170,F,36839.0,Oregon,Personal Auto,4862.91,Four-Door Car,61.0,152.5
2828,QS36363,F,26149.0,Arizona,Personal Auto,12655.53,SUV,157.0,753.6
2829,FX72157,F,52440.0,Oregon,Corporate Auto,8556.58,Four-Door Car,109.0,371.21
2830,XC43591,M,24571.0,Oregon,Personal Auto,12880.75,Four-Door Car,109.0,523.2
2831,JH14651,M,60244.0,Washington,Personal Auto,3238.0,Four-Door Car,83.0,326.28
2832,TY31217,F,51643.0,Washington,Personal Auto,11009.13,Luxury Car,283.0,1358.4
2833,KU69274,F,17157.0,Arizona,Personal Auto,14267.93,SUV,123.0,770.75
2834,RE36747,M,17308.0,Nevada,Personal Auto,3034.77,Four-Door Car,82.0,874.32
2835,AH39293,M,72302.0,California,Personal Auto,2616.61,Two-Door Car,66.0,316.8
2836,IF30418,F,34990.0,California,Personal Auto,2574.02,Four-Door Car,65.0,42.69
2837,SF38922,M,33760.0,Oregon,Personal Auto,11944.4,SUV,102.0,123.49
2838,AP52565,F,70328.0,Arizona,Corporate Auto,6746.43,Four-Door Car,84.0,293.23
2839,OU60143,F,60021.0,Oregon,Corporate Auto,3939.01,Four-Door Car,99.0,882.87
2840,EC51047,F,31991.0,California,Personal Auto,8915.17,Four-Door Car,81.0,548.32
2841,EV46476,M,20169.0,California,Personal Auto,8084.33,SUV,112.0,537.6
2842,RA34556,M,20178.0,California,Corporate Auto,4877.95,Four-Door Car,69.0,331.2
2843,NB87421,M,78189.0,Arizona,Corporate Auto,8294.97,Four-Door Car,103.0,99.14
2844,GX51965,M,95697.0,California,Personal Auto,8564.77,Sports Car,107.0,178.01
2845,JS90115,F,64559.0,Nevada,Personal Auto,19597.06,Four-Door Car,62.0,107.54
2846,KW93227,M,58149.0,Washington,Special Auto,21892.94,Four-Door Car,61.0,292.8
2847,TV75816,M,70911.0,Oregon,Corporate Auto,2386.2,Two-Door Car,63.0,302.4
2848,RS54064,M,78337.0,Washington,Corporate Auto,21892.35,Two-Door Car,62.0,36.29
2849,OB63331,F,50397.0,Arizona,Corporate Auto,2813.51,Four-Door Car,70.0,350.65
2850,TI58610,F,51199.0,Arizona,Corporate Auto,2996.89,Four-Door Car,74.0,355.2
2851,TJ82551,F,46928.0,Nevada,Personal Auto,4063.33,Four-Door Car,102.0,631.4
2852,ZO43755,F,23879.0,Oregon,Corporate Auto,8368.88,SUV,107.0,635.64
2853,VG16827,F,79487.0,California,Personal Auto,4626.8,SUV,114.0,547.2
2854,NA27429,F,82477.0,Nevada,Personal Auto,3644.83,Two-Door Car,90.0,432.0
2855,AZ38648,F,21514.0,Washington,Personal Auto,11981.98,Two-Door Car,62.0,257.25
2856,SR53077,F,57231.0,Nevada,Personal Auto,2601.81,Four-Door Car,65.0,305.12
2857,BC86800,F,84598.0,California,Personal Auto,3579.77,Two-Door Car,89.0,639.27
2858,ZQ28996,M,48895.0,Nevada,Corporate Auto,5388.02,Four-Door Car,68.0,325.01
2859,JI42730,M,84493.0,Arizona,Personal Auto,3705.29,Four-Door Car,92.0,441.6
2860,VF21170,F,37277.0,California,Personal Auto,8613.46,SUV,109.0,417.72
2861,YH24323,F,14906.0,California,Corporate Auto,2511.7,Four-Door Car,66.0,421.63
2862,XB86235,M,14710.0,Arizona,Personal Auto,24186.24,Sports Car,112.0,537.6
2863,WR53191,F,20656.0,California,Corporate Auto,15120.21,SUV,130.0,706.11
2864,PV26437,F,57777.0,California,Corporate Auto,7319.58,Four-Door Car,61.0,273.88
2865,AX39008,M,80409.0,Oregon,Personal Auto,26113.36,Two-Door Car,74.0,262.98
2866,DJ52170,M,73168.0,California,Special Auto,5639.94,Four-Door Car,70.0,425.8
2867,TZ65661,F,32437.0,California,Corporate Auto,2742.8,Two-Door Car,69.0,331.2
2868,YD74214,F,94903.0,California,Personal Auto,3808.12,Two-Door Car,94.0,451.2
2869,AR99766,F,82534.0,Nevada,Personal Auto,4692.05,SUV,118.0,4.24
2870,IE85867,F,46587.0,Arizona,Personal Auto,41787.9,Four-Door Car,119.0,571.2
2871,XK52242,M,32245.0,California,Personal Auto,9800.34,SUV,124.0,257.5
2872,RP12388,M,39886.0,Arizona,Personal Auto,12379.57,Two-Door Car,64.0,290.36
2873,TP30316,M,79157.0,California,Corporate Auto,9705.31,Two-Door Car,61.0,117.78
2874,AJ32539,M,25860.0,Oregon,Personal Auto,2829.31,Four-Door Car,72.0,345.6
2875,VQ48245,F,77882.0,Washington,Personal Auto,3221.79,Four-Door Car,79.0,379.2
2876,ID15010,M,24164.0,Oregon,Personal Auto,10972.07,Sports Car,137.0,657.6
2877,WC72942,M,66169.0,Oregon,Personal Auto,3790.19,Two-Door Car,96.0,156.43
2878,HT92952,M,82664.0,California,Corporate Auto,8838.09,SUV,114.0,133.43
2879,LR82110,F,23638.0,Nevada,Personal Auto,20101.65,SUV,102.0,489.6
2880,JE19783,M,26436.0,Arizona,Personal Auto,6388.21,Two-Door Car,83.0,398.4
2881,TD51026,M,13154.0,Arizona,Personal Auto,7714.6,SUV,102.0,489.6
2882,SD75391,F,24173.0,California,Personal Auto,2704.54,Four-Door Car,70.0,181.47
2883,CN29830,M,26689.0,California,Corporate Auto,2495.46,Four-Door Car,64.0,424.71
2884,RV52244,F,31357.0,Arizona,Personal Auto,2498.35,Four-Door Car,63.0,2.02
2885,WA59097,F,40417.0,Oregon,Personal Auto,5614.59,Four-Door Car,71.0,130.3
2886,XQ81794,M,93872.0,Arizona,Personal Auto,5137.35,Four-Door Car,64.0,206.5
2887,BB21794,F,29853.0,Oregon,Personal Auto,5394.91,Four-Door Car,69.0,76.59
2888,HC63693,F,88049.0,Arizona,Corporate Auto,7341.74,Two-Door Car,92.0,567.07
2889,KJ55021,F,29111.0,Washington,Personal Auto,4791.08,Four-Door Car,63.0,302.4
2890,HX45529,M,37282.0,Oregon,Personal Auto,25169.19,Four-Door Car,79.0,222.51
2891,HC66205,M,58248.0,Washington,Corporate Auto,3157.74,Four-Door Car,80.0,134.37
2892,YE46109,F,26367.0,Arizona,Personal Auto,10839.51,SUV,139.0,105.99
2893,TT30338,F,89586.0,Arizona,Personal Auto,7675.87,Four-Door Car,63.0,302.4
2894,MC22692,F,86642.0,Washington,Personal Auto,7035.97,Two-Door Car,87.0,234.06
2895,FW17421,F,24959.0,Washington,Corporate Auto,3576.71,Four-Door Car,89.0,640.8
2896,KE83023,M,27279.0,Oregon,Personal Auto,10845.74,SUV,137.0,770.23
2897,HT96569,M,57117.0,Oregon,Personal Auto,2656.99,Four-Door Car,67.0,321.6
2898,GO27855,F,64600.0,Oregon,Personal Auto,6883.67,Four-Door Car,86.0,168.29
2899,UX71974,M,42218.0,California,Personal Auto,20314.44,Luxury Car,180.0,212.13
2900,QT97406,M,32869.0,Arizona,Corporate Auto,20120.56,Two-Door Car,85.0,117.47
2901,QQ37605,F,26047.0,Washington,Personal Auto,2547.37,Four-Door Car,64.0,187.9
2902,BL79888,F,20090.0,Oregon,Personal Auto,34611.38,Sports Car,109.0,523.2
2903,WF91295,F,11904.0,Oregon,Personal Auto,4254.62,Two-Door Car,61.0,292.8
2904,RP33869,F,49467.0,Washington,Personal Auto,2577.51,Two-Door Car,65.0,413.7
2905,TS31001,M,55705.0,Oregon,Personal Auto,26243.86,SUV,113.0,149.91
2906,NE58217,F,83560.0,Oregon,Corporate Auto,27064.46,Four-Door Car,113.0,276.05
2907,BV57364,M,50825.0,Arizona,Personal Auto,8092.88,SUV,102.0,369.61
2908,FS84707,F,82108.0,Nevada,Personal Auto,2691.22,Four-Door Car,67.0,52.8
2909,AN80983,M,85721.0,Oregon,Corporate Auto,5218.34,Four-Door Car,65.0,312.0
2910,UU84036,M,59597.0,California,Special Auto,8267.85,Two-Door Car,69.0,222.79
2911,XT58648,F,64125.0,Arizona,Personal Auto,8646.5,SUV,108.0,369.82
2912,WZ63975,F,22319.0,California,Personal Auto,2423.76,Two-Door Car,63.0,302.4
2913,RQ72272,M,94304.0,Arizona,Personal Auto,2814.21,Two-Door Car,71.0,182.82
2914,FR34560,F,17193.0,Oregon,Corporate Auto,2506.26,Four-Door Car,66.0,316.8
2915,EF99768,F,37800.0,California,Corporate Auto,4424.58,SUV,112.0,662.72
2916,LW50691,F,96269.0,Nevada,Personal Auto,9555.17,Four-Door Car,118.0,58.78
2917,EP34249,M,28432.0,Oregon,Corporate Auto,13869.93,SUV,118.0,612.3
2918,SE62920,M,63909.0,California,Personal Auto,8836.03,SUV,112.0,206.91
2919,PL54420,F,33190.0,Arizona,Personal Auto,33473.35,SUV,106.0,508.8
2920,QG22665,M,43723.0,Arizona,Personal Auto,5000.62,Four-Door Car,66.0,316.8
2921,AV17528,F,42600.0,Nevada,Personal Auto,9233.19,Sports Car,115.0,660.14
2922,ZU88796,F,87802.0,Arizona,Personal Auto,2448.81,Four-Door Car,63.0,173.9
2923,SD96596,F,34087.0,Washington,Personal Auto,18544.3,Luxury SUV,235.0,889.52
2924,LT98784,M,18129.0,Oregon,Personal Auto,5229.99,Four-Door Car,69.0,364.7
2925,OQ45659,F,45431.0,Arizona,Personal Auto,41745.01,Four-Door Car,116.0,556.8
2926,EJ67407,M,95191.0,Arizona,Corporate Auto,8024.51,Four-Door Car,101.0,316.11
2927,JD19036,F,41671.0,Arizona,Personal Auto,16261.17,SUV,136.0,570.39
2928,YO11701,M,53231.0,Oregon,Personal Auto,8022.69,SUV,101.0,484.8
2929,KO73340,M,77299.0,Oregon,Personal Auto,2640.32,Four-Door Car,66.0,151.87
2930,BV53716,F,93348.0,Oregon,Personal Auto,5266.42,Four-Door Car,65.0,108.57
2931,RE63028,F,87210.0,Nevada,Personal Auto,6486.11,Four-Door Car,81.0,353.59
2932,MU76701,F,62445.0,Washington,Personal Auto,3921.02,Four-Door Car,98.0,681.17
2933,VI66513,M,20009.0,California,Corporate Auto,9688.33,Four-Door Car,87.0,987.12
2934,DQ19343,F,57925.0,California,Corporate Auto,5583.07,Two-Door Car,72.0,204.62
2935,SB61617,M,39910.0,California,Personal Auto,8935.03,SUV,112.0,561.5
2936,DY92795,F,83252.0,Oregon,Personal Auto,3226.85,Four-Door Car,80.0,384.0
2937,WZ92405,F,31723.0,Nevada,Personal Auto,7492.16,Two-Door Car,62.0,242.63
2938,KL83882,F,72661.0,Nevada,Personal Auto,6639.33,Four-Door Car,83.0,398.4
2939,ET87938,M,24711.0,Oregon,Personal Auto,4328.86,Two-Door Car,62.0,362.99
2940,MS11057,M,84539.0,Oregon,Personal Auto,9587.59,Four-Door Car,119.0,65.43
2941,UU99893,F,42677.0,Arizona,Personal Auto,7689.7,Four-Door Car,96.0,1084.96
2942,RL12319,F,51692.0,Oregon,Special Auto,7484.38,Luxury Car,186.0,892.8
2943,AR25213,M,40858.0,Arizona,Personal Auto,7282.97,Luxury SUV,184.0,883.2
2944,JL15127,M,37256.0,Nevada,Personal Auto,9816.53,Four-Door Car,62.0,128.97
2945,ZG82127,F,73054.0,California,Corporate Auto,12741.85,SUV,106.0,419.37
2946,DW37404,F,20532.0,California,Personal Auto,7858.05,Four-Door Car,67.0,282.66
2947,TJ46491,F,22946.0,Oregon,Personal Auto,5980.85,Four-Door Car,76.0,377.35
2948,KA98111,M,22475.0,Washington,Personal Auto,2513.12,Four-Door Car,64.0,307.2
2949,IM15816,F,79440.0,Oregon,Personal Auto,9403.96,SUV,117.0,500.64
2950,HP20623,F,70988.0,California,Personal Auto,5227.57,Four-Door Car,65.0,312.0
2951,RY44996,F,56536.0,Oregon,Special Auto,2677.22,Four-Door Car,67.0,301.89
2952,YS71471,M,45754.0,Arizona,Personal Auto,2685.74,Two-Door Car,69.0,333.19
2953,VW74085,F,48278.0,Oregon,Personal Auto,5932.56,Two-Door Car,74.0,98.2
2954,YD76280,M,22087.0,Oregon,Personal Auto,2335.88,Two-Door Car,61.0,292.8
2955,RX96438,F,24400.0,Washington,Corporate Auto,2311.21,Two-Door Car,62.0,297.6
2956,NT79981,F,13199.0,Nevada,Personal Auto,3605.97,Four-Door Car,93.0,582.46
2957,ES88339,M,60607.0,California,Corporate Auto,3337.98,Four-Door Car,83.0,379.58
2958,JR84006,M,74624.0,Washington,Personal Auto,2454.36,Four-Door Car,62.0,297.6
2959,FN66436,F,54311.0,California,Personal Auto,10722.06,Two-Door Car,90.0,385.57
2960,JH94846,F,19240.0,California,Personal Auto,3829.28,Four-Door Car,99.0,475.2
2961,RX45809,M,37899.0,California,Personal Auto,14854.2,Luxury SUV,187.0,246.99
2962,US36532,F,76283.0,Arizona,Corporate Auto,4938.21,Four-Door Car,61.0,292.8
2963,RN86953,F,69674.0,California,Personal Auto,7536.07,Two-Door Car,62.0,297.6
2964,RZ50353,M,57734.0,California,Personal Auto,6243.14,Four-Door Car,78.0,374.4
2965,WN91943,M,30763.0,California,Personal Auto,12948.4,Four-Door Car,111.0,1072.53
2966,UJ70796,F,52130.0,Oregon,Personal Auto,7413.42,Four-Door Car,62.0,124.46
2967,NX32730,F,77041.0,California,Personal Auto,3000.44,Two-Door Car,74.0,475.01
2968,OH98172,F,81081.0,California,Personal Auto,3188.53,Two-Door Car,79.0,224.89
2969,MU97512,M,27383.0,Oregon,Corporate Auto,7398.87,Luxury Car,188.0,902.4
2970,CO75086,M,20407.0,Arizona,Corporate Auto,7269.34,Four-Door Car,95.0,36.98
2971,WW52683,F,61067.0,California,Personal Auto,5067.64,Four-Door Car,64.0,86.31
2972,DB50188,M,23006.0,California,Personal Auto,4448.64,SUV,113.0,792.1
2973,DG23204,F,27734.0,California,Personal Auto,2595.56,Four-Door Car,65.0,193.34
2974,JS64688,M,48608.0,Oregon,Personal Auto,2595.85,Four-Door Car,67.0,321.6
2975,PU81096,M,43947.0,Arizona,Personal Auto,6817.43,Four-Door Car,61.0,291.39
2976,IW56740,M,23402.0,Oregon,Personal Auto,15519.67,Two-Door Car,82.0,393.6
2977,BK76107,F,81872.0,Oregon,Personal Auto,14024.36,Four-Door Car,115.0,256.44
